_id,lat,lng,price,bed,bath,sf,quad
26725912,32.843051,-96.732404,1055285,4,3,3092,2.0133E+22
27209772,32.853657,-96.797891,1055363,4,2,3029,2.0133E+22
29234905,32.605914,-97.15767,1055365,3,4,5206,2.0133E+22
26692672,32.818762,-96.795821,1055416,4,3.5,4050,2.0133E+22
26701788,32.817444,-96.745167,1055497,4,3.5,3856,2.0133E+22
27202771,32.833511,-96.81818,1055518,4,3.5,3266,2.0133E+22
26756265,32.892878,-96.789717,1055552,5,5,4287,2.0133E+22
26903048,32.860608,-96.772273,1055621,2,3.5,3623,2.0133E+22
26645560,33.099826,-96.722156,1055646,5,5.1,5414,2.0133E+22
26963272,32.957354,-96.977884,1055760,5,5,6599,2.0133E+22
26969396,32.950924,-96.999391,1055760,4,3.5,4600,2.0133E+22
27210141,32.85365,-96.801596,1055804,3,3,2728,2.0133E+22
26752010,32.863943,-96.779946,1055922,4,3.5,3248,2.0133E+22
26759088,32.879679,-96.821545,1056000,4,6,5953,2.0133E+22
27203026,32.848017,-96.810748,1056141,3,2,2300,2.0133E+22
26760689,32.859755,-96.821994,1056188,4,2.5,2678,2.0133E+22
29319890,32.931312,-97.122683,1056506,5,5,5602,2.0133E+22
26669866,33.039611,-96.795159,1056514,4,4,5240,2.0133E+22
27210746,32.837366,-96.788663,1056594,4,3,4172,2.0133E+22
27305380,33.062534,-96.843743,1056602,5,4.5,5494,2.0133E+22
27209615,32.852359,-96.789856,1056645,4,4,2924,2.0133E+22
27207394,32.842561,-96.788999,1056687,4,5,3655,2.0133E+22
27209986,32.854186,-96.794659,1056692,3,3,2412,2.0133E+22
27089167,32.858984,-96.970656,1056736,4,7,5693,2.0133E+22
26732955,32.844772,-96.819287,1056830,3,4.5,3673,2.0133E+22
26702661,32.828338,-96.759536,1056866,5,4,3781,2.0133E+22
26729120,32.76294,-96.830179,1056901,3,4.5,3901,2.0133E+22
26877264,32.985576,-96.820493,1056968,5,5.5,5345,2.0133E+22
29257723,32.969788,-97.161587,1056971,4,4,5318,2.0133E+22
27210389,32.844206,-96.790177,1056973,5,4.5,3654,2.0133E+22
27210262,32.842917,-96.779052,1057000,4,3.5,2814,2.0133E+22
